filename,textdate_from,textdate_to,author,recipient,large_region,year,letter_type,script_type,letter_type2,script_type2,id,bi,ms,fn,wgr,agr,lcinf,class,lclet,wc,st,date,X
134_116_f1600,16000401,16000401,"AnneVilliers,CountessofMorton","WilliamDouglas,7thEarlofMorton,herfather-in-law",South-East,1600,autograph,italic,informationunavailable,informationunavailable,1057,informationunavailable,NLSMS7850,VilliersMAnne6000401,female,male,Lothian,unspecified,unspecified,229,acopyintheCSCarchive,1600April1,NA
190_51_f1650,16861210,16861210,JeanGordon,AlexanderInnesofCoxtoun,North,1686,autograph,non-secretary,informationunavailable,informationunavailable,1141,informationunavailable,"NLSDep17570,Bundle2",GordonJean6861210,female,male,Sutherland,unspecified,Elgin,229,acopyintheCSCarchive,1686December10,NA
229_90_f1650,16650208,16650208,"AnnaLindsay,CountessofRothes","AnneMontgomery,CountessofFindlater",Central,1665,autograph,non-secretary,informationunavailable,informationunavailable,734,informationunavailable,NRSGD24855634,LindsayRAnna6650208,female,female,Lanarkshire,unspecified,unspecified,229,transcribedinsitu,1665February8,NA
365_21_m1540,15430101,15431231,"PatrickRuthven,3rdLordRuthven",WilliamDurhamofGrange,North-East,1543,autograph,secretary,informationunavailable,informationunavailable,132,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,288",NRSSP24,3LRuthven5430000,male,male,Angus,unspecified,unspecified,229,transcribedinsitu,1543,NA
115_97_f1600,16400603,16400603,"ElizabethSeton,CountessMarischal","AlexanderMontgomery(Seton),6thEarlofEglinton",South-East,1640,autograph,italic,informationunavailable,informationunavailable,183,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,113",NRSGD35243,SetonMElizabeth6400603,female,male,Lothian,unspecified,Dunnottar,228,acopyintheCSCarchive,1640June3,NA
432_88_m1540,15480908,15480908,"AlexanderGordon,postulateofCaithness","MaryofLorraine,QueenDowager",North-East,1548,autograph,secretary,informationunavailable,informationunavailable,9,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,182",NRSSP23,GordonCAlexander5480908,male,royal,Aberdeenshire,unspecified,Innerpeffry,228,transcribedinsitu,1548September8,NA
1439_73_m1700,17160802,17160802,"JohnHamilton-Leslie,9thEarlofRothes","JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver",South-East,1716,autograph,non-secretary,informationunavailable,informationunavailable,1773,informationunavailable,NLSDep313532,9Rothes7160802,male,male,Fife,unspecified,Leslie,227,acopyintheCSCarchive,1716August2,NA
1173_68_m1650,16821007,16821007,"JamesSutherland,2ndLordDuffus",AlexanderSutherlandofPronsie,North,1682,autograph,non-secretary,informationunavailable,informationunavailable,1573,informationunavailable,"NLSDep17569,Bundle3",2LDuffus6821007,male,male,Moray,unspecified,Elgin,226,acopyintheCSCarchive,1682October7,NA
1254_149_m1650,16711003,16711003,AlexanderCunninghamofCraigends,"JohnCunningham,11thEarlofGlencairn",South-West,1671,autograph,secretary,informationunavailable,informationunavailable,1645,informationunavailable,NRSGD395220,CunninghamCAlexander6711003,male,male,Ayrshire,unspecified,Pokelly,225,acopyintheCSCarchive,1671October3,NA
430_86_m1540,15480429,15480429,"AlexanderGordon,postulateofCaithness","MaryofLorraine,QueenDowager",North-East,1548,autograph,secretary,informationunavailable,informationunavailable,7,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,163",NRSSP22,GordonCAlexander5480429,male,royal,Aberdeenshire,unspecified,Edinburgh,225,acopyintheCSCarchive,1548April29,NA
8_8_f1540,15430816,15430816,"ElizabethKeith,CountessofHuntly","MaryofLorraine,QueenDowager",North-East,1543,autograph,secretary,informationunavailable,informationunavailable,111,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,17",NRSSP21,KeithHElizabeth5430816,female,royal,Aberdeenshire,unspecified,Huntly,225,acopyintheCSCarchive,1543August16,NA
1431_65_m1700,17000117,17000117,"KennethMackenzie,4thEarlofSeaforth",unspecified,North,1700,autograph,non-secretary,informationunavailable,informationunavailable,1768,informationunavailable,NRSGD12415,4Seaforth7000117,male,unspecified,Ross,unspecified,Edinburgh,224,acopyintheCSCarchive,1700January17,NA
1430_64_m1700,17210829,17210829,"DavidCarnegie,4thEarlofNorthesk","DavidMelville,laterLeslie,3rdEarlofLeven",North-East,1721,autograph,non-secretary,informationunavailable,informationunavailable,1767,informationunavailable,NRSGD261341931,4Northesk7210829,male,male,Angus,unspecified,Ethie,223,acopyintheCSCarchive,1721August29,NA
1205_100_m1650,16640303,16640303,"HughMontgomery,7thEarlofEglinton","AnneMontgomery,CountessofFindlater,hisdaughter",South-West,1664,autograph,non-secretary,informationunavailable,informationunavailable,551,informationunavailable,NRSGD248556215,7Eglinton6640303,male,female,Ayrshire,unspecified,Eglinton,222,acopyintheCSCarchive,1664March3,NA
1255_150_m1650,16790506,16790506,JCunningham,unspecified,South-West,1679,autograph,non-secretary,informationunavailable,informationunavailable,1703,informationunavailable,NLSMS97545,CunninghamJ6790506,male,unspecified,Ayrshire,unspecified,Dumbarton,222,acopyintheCSCarchive,1679May6,NA
37_19_f1600,16000627,16000627,"AnneDouglas,CountessofKinnoull","WilliamDouglas,7thEarlofMorton,herfather",Central,1600,autograph,italic,informationunavailable,informationunavailable,1034,informationunavailable,NLSMS7858,DouglasKAnne6000627,female,male,Perthshire,unspecified,unspecified,222,acopyintheCSCarchive,1600June27,NA
289_150_f1650,16790526,16790526,"JeanWemyss,CountessofSutherland",MrJohnGordon,North,1679,autograph,non-secretary,informationunavailable,informationunavailable,1186,informationunavailable,"NLSMSDep17569,Bundle3",WemyssSJean6790526I,female,male,Sutherland,unspecified,unspecified,221,acopyintheCSCarchive,1679May26,NA
461_117_m1540,15440428,15440428,AdamOtterburnofAuldhameandReidhall,"MaryofLorraine,QueenDowager",South-East,1544,autograph,secretary,informationunavailable,informationunavailable,28,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,58",NRSSP21,OtterburnARAdam5440428,male,royal,Lothian,unspecified,Edinburgh,221,transcribedinsitu,1544April28,NA
645_9_m1600,16440219,16440219,"AlexanderForbes,10thLordForbes",RobertFarquharofMuny,North-East,1644,autograph,secretary,informationunavailable,informationunavailable,623,informationunavailable,"NLSDep17566,Bundle2",10LForbes6440219,male,male,Aberdeenshire,unspecified,Polflug,221,acopyintheCSCarchive,1644February19,NA
1127_22_m1650,16830301,16830301,"JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver",unspecified,North,1683,autograph,non-secretary,informationunavailable,informationunavailable,1706,informationunavailable,"NLSDep17568,Bundle3",16Sutherland6830301,male,unspecified,Sutherland,unspecified,Dornoch,220,acopyintheCSCarchive,1683March1,NA
1459_93_m1700,17231101,17231101,WilliamGordon,DrWill,Unlocalised,1723,autograph,non-secretary,informationunavailable,informationunavailable,1803,informationunavailable,NRSGD101421154,GordonWilliam7231101,male,male,unlocalised,unspecified,Kirkcudbright,220,acopyintheCSCarchive,1723November1,NA
1483_117_m1700,17471224,17471224,GeorgeRoss,DuncanFraserofAchnagairn,Unlocalised,1747,autograph,non-secretary,informationunavailable,informationunavailable,1832,informationunavailable,NRSGD34796,RossGeorge7471224,male,male,unlocalised,unspecified,unspecified,220,transcribedinsitu,1747December24,NA
385_41_m1540,15470301,15480331,"JohnErskine,6thLordErskine","MaryofLorraine,QueenDowager",South-East,1547,autograph,secretary,informationunavailable,informationunavailable,69,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,155",NRSSP21,6LErskine5470300,male,royal,Stirlingshire,unspecified,Stirling,220,transcribedinsitu,15478March,NA
1178_73_m1650,16640610,16640610,"RobertArbuthnott,2ndViscountofArbuthnott",SirLudovickGordonofGordonstoun,North-East,1664,autograph,non-secretary,informationunavailable,informationunavailable,1577,informationunavailable,"NLSDep17568,Bundle2",2VArbuthnott6640610,male,male,Angus,unspecified,Arbuthnot,218,acopyintheCSCarchive,1664June10,NA
1416_50_m1700,17151204,17151204,"JohnErskine,23rd6thEarlofMar","AlexanderRobertson,17thofStrowan,Brigadier",South-East,1715,autograph,non-secretary,informationunavailable,informationunavailable,1781,informationunavailable,NLSADVMS13.1.8,23Mar7151204,male,male,Stirlingshire,unspecified,Perth,218,acopyintheCSCarchive,1715December4,NA
323_32_f1700,17060716,17060716,AnneMackenzie,unspecified,North,1706,autograph,non-secretary,informationunavailable,informationunavailable,1246,informationunavailable,informationunavailable,MackenzieAnne7060716,female,unspecified,Ross,unspecified,unspecified,218,acopyintheCSCarchive,1706July16,NA
33_15_f1600,16290513,16290513,"MarionDouglas,LadyDrum","GeorgeOgilvy,1stLordBanff,herson-in-law",North-East,1629,autograph,secretary,informationunavailable,informationunavailable,1035,informationunavailable,NRSGD1851967,DouglasDMarion6290513,female,male,Aberdeenshire,unspecified,Drum,218,acopyintheCSCarchive,1629May13,NA
448_104_m1540,15550709,15550709,JamesHenrison,"MaryofLorraine,QueenDowager",Unlocalised,1555,autograph,secretary,informationunavailable,informationunavailable,250,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,268",NRSSP24,HenrisonJames5550709,male,royal,unlocalised,unspecified,Edinburgh,218,acopyintheCSCarchive,1555July9,NA
96_78_f1600,16160410,16160410,"MargaretLivingston,CountessofWigtown","AnnaLivingston,CountessofEglinton,hersister",South-East,1616,autograph,signature,non-autograph,secretary,180,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,49",NRSGD35121,LivingstonWMargaret6160410,female,female,Lothian,unspecified,Callander,218,acopyintheCSCarchive,1616April10,NA
1408_42_m1700,17220410,17220410,"JohnKer,1stDukeofRoxburghe","JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver",South-East,1722,autograph,non-secretary,informationunavailable,informationunavailable,1834,informationunavailable,NLSDep313532,1Roxburghe7220410,male,male,Borders,unspecified,Edinburgh,217,acopyintheCSCarchive,1722April10,NA
275_136_f1650,16520412,16520412,MargaretSinclair,LordSinclairofMey,North,1652,autograph,italic,informationunavailable,informationunavailable,1166,informationunavailable,NRSGD9667352,SinclairMargaret6520412,female,male,Sutherland,unspecified,Culmore,217,acopyintheCSCarchive,1652April12,NA
411_67_m1540,15980118,15980118,HewCrawford,ThomasCrawfordofJordanhill,Central,1598,autograph,signature,non-autograph,secretary,1309,informationunavailable,NRSNASGD22021199,CrawfordLHew5980118,male,male,Lanarkshire,unspecified,Edinburgh,217,acopyintheCSCarchive,1598January18,NA
418_74_m1540,15440912,15440912,"ThomasErskine,CommendatorofDryburgh","MaryofLorraine,QueenDowager",South-East,1544,autograph,secretary,informationunavailable,informationunavailable,71,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,83",NRSSP21,ErskineDThomas5440912,male,royal,Borders,unspecified,Gullen,217,acopyintheCSCarchive,1544September12,NA
709_73_m1600,16000416,16000416,"ThomasHamilton,1stEarlofHaddington,LordBinning","WilliamDouglas,7thEarlofMorton",South-East,1600,autograph,secretary,informationunavailable,informationunavailable,581,informationunavailable,NLSMS8065,1Haddington6000416,male,male,Borders,unspecified,Edinburgh,217,acopyintheCSCarchive,1600April16,NA
1168_63_m1650,16500912,16500912,"CharlesSeton,2ndEarlofDunfermline",JohnWemyssofBogie,South-East,1650,autograph,signature,non-autograph,secretary,871,informationunavailable,NRSGD2613330,2Dunfermline6500912,male,male,Fife,unspecified,Perth,216,acopyintheCSCarchive,1650September12,NA
436_92_m1540,15491010,15491010,"AlexanderGordon,postulateofCaithness","MaryofLorraine,QueenDowager",North-East,1549,autograph,secretary,informationunavailable,informationunavailable,15,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,221",NRSSP23,GordonCAlexander5491010,male,royal,Aberdeenshire,unspecified,Cumbrae,216,transcribedinsitu,1549October10,NA
87_69_f1600,16480309,16480309,"ElizabethKerofCessford,LadyBellenden","MargaretScott,CountessofEglinton",South-East,1648,autograph,italic,informationunavailable,informationunavailable,597,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,124",NRSGD35416,KerCElizabeth6480309,female,female,Borders,unspecified,unspecified,215,transcribedinsitu,1648March9,NA
114_96_f1600,16121105,16121105,"GriselRoss,LadyStirlingofKeir","AnnaLivingston,CountessofEglinton",South-West,1612,informationunavailable,informationunavailable,informationunavailable,informationunavailable,199,"previouslyeditedbySirWilliamFraserintheMemorialsoftheMontgomeries,vol.1,23",NRSGD3532,RossKGrisel6121105,female,female,Ayrshire,unspecified,Ochiltree,214,transcribedinsitu,1612November5,NA
1187_82_m1650,16690106,16690106,"JamesOgilvy,3rdEarlofFindlater","AnneMontgomery,CountessofFindlater,hiswife",North-East,1669,autograph,non-secretary,informationunavailable,informationunavailable,791,informationunavailable,NRSGD248556414,3Findlater6690106,male,female,Angus,unspecified,Aberdeen,214,acopyintheCSCarchive,1669January6,NA
1370_4_m1700,17150907,17150907,"SimonFraser,11thLordLovat","JohnGordon(Sutherland),16thEarlofSutherland,LordStrathnaver",North,1715,autograph,non-secretary,informationunavailable,informationunavailable,1816,"previouslyeditedbySirWilliamFraserintheSutherlandBook,vol.2,204",NLSDep313532,11LLovat7150907,male,male,Invernessshire,unspecified,London,214,acopyintheCSCarchive,1715September7,NA
1407_41_m1700,17200802,17200802,"JohnKer,1stDukeofRoxburghe",unspecified,South-East,1720,autograph,non-secretary,informationunavailable,informationunavailable,1833,informationunavailable,NLSDep313532,1Roxburghe7200802,male,unspecified,Borders,unspecified,Broxmouth,214,acopyintheCSCarchive,1720August2,NA
1476_110_m1700,17120814,17120814,"AlexanderRoss,Solicitor",unspecified,Unspecified,1712,autograph,non-secretary,informationunavailable,informationunavailable,1846,informationunavailable,NLSDep313572,RossAlexander7120814,male,unspecified,Unspecified,Professional,Edinburgh,214,acopyintheCSCarchive,1712August14,NA
407_63_m1540,15480502,15480502,"HewCampbellofLoudoun,sheriffofAyr","MaryofLorraine,QueenDowager",South-West,1548,autograph,secretary,informationunavailable,informationunavailable,56,"previouslyeditedbyAnnieI.CameronintheCorrespondenceofMaryofLorraine,164",NRSSP23,CampbellLHew5480502,male,royal,Ayrshire,unspecified,Edinburgh,214,transcribedinsitu,1548May2,NA
48_30_f1600,16000101,16001231,MaryErskine,LadyBroughton,South-East,1600,autograph,non-secretary,informationunavailable,informationunavailable,1067,informationunavailable,NRSGD3516,ErskineMary6000000,female,female,Stirlingshire,unspecified,unspecified,214,acopyintheCSCarchive,1600,NA
641_5_m1600,16060615,16060615,"WilliamDouglas,10thEarlofAngus",KingJamesVI,South-East,1606,autograph,secretary,informationunavailable,informationunavailable,1414,informationunavailable,"NLSAdvMS33.1.1,vol.1",10Angus6060615,male,royal,Lothian,unspecified,Edinburgh,214,acopyintheCSCarchive,1606June15,NA
1135_30_m1650,16891122,16891122,"JohnCampbellofGlenorchy,1stEarlofBreadalbane","AlexanderCampbellofBarcaldine,Lieutenant,hischamberlain",South-West,1689,autograph,non-secretary,informationunavailable,informationunavailable,1611,informationunavailable,NRSGD17062919,1Breadalbane6891122I,male,male,Argyllshire,unspecified,Balloch,213,acopyintheCSCarchive,1689November22,NA
1142_37_m1650,16920621,16920621,"GeorgeMackenzieofTarbat,1stEarlofCromarty",unspecified,North,1692,autograph,non-secretary,informationunavailable,informationunavailable,1562,informationunavailable,NRSGD96673155,1Cromarty6920621,male,unspecified,Ross,unspecified,Edinburgh,213,acopyintheCSCarchive,1692June21,NA
1222_117_m1650,16580329,16580329,ThomasAnnand,RobertFarquharofMuny,Unspecified,1658,autograph,secretary,informationunavailable,informationunavailable,1604,informationunavailable,"NLSDep17567,Bundle2",AnnandThomas6580329,male,male,Unspecified,Professional,Edinburgh,213,acopyintheCSCarchive,1658March29,NA
144_5_f1650,16940208,16940208,AnnaBarclay,unspecified,South-East,1694,autograph,non-secretary,informationunavailable,informationunavailable,1100,informationunavailable,NRSGD673164,BarclayAnna6940208,female,unspecified,Lothian,unspecified,Balzordie,213,acopyintheCSCarchive,1694February8,NA
1451_85_m1700,17340725,17340725,W.P.Colyear,unspecified,Unlocalised,1734,autograph,non-secretary,informationunavailable,informationunavailable,1795,informationunavailable,NLSADVMS13.1.8,ColyearWP7340725,male,unspecified,unlocalised,unspecified,Namur,213,acopyintheCSCarchive,1734July25,NA
240_101_f1650,16730221,16730221,"AnnaLindsay,CountessofRothes","AnneMontgomery,CountessofFindlater",Central,1673,autograph,non-secretary,informationunavailable,informationunavailable,745,informationunavailable,NRSGD248556549,LindsayRAnna6730221,female,female,Lanarkshire,unspecified,Edinburgh,213,acopyintheCSCarchive,1673February21,NA
